Name,pitchcenter,scale,C,C#/Db,D,D#/Eb,E,F,F#/Gb,G,G#/Ab,A,A#/Bb,B
Fugue22,A#/Bb,minor,9.2369,4.2838,15.3949,1.6064,10.9772,11.7805,2.9451,15.1272,1.3387,15.3949,9.5047,2.4096
Fugue22,B,minor,4.2838,15.3949,1.6064,10.9772,11.7805,2.9451,15.1272,1.3387,15.3949,9.5047,2.4096,9.2369
Fugue23,C,major,14.3022,0.8074,14.7636,0.1153,14.6482,10.6113,2.6528,14.1869,0.2307,13.9562,2.3068,11.4187
Fugue23,C#/Db,major,0.8074,14.7636,0.1153,14.6482,10.6113,2.6528,14.1869,0.2307,13.9562,2.3068,11.4187,14.3022
Fugue23,D,major,14.7636,0.1153,14.6482,10.6113,2.6528,14.1869,0.2307,13.9562,2.3068,11.4187,14.3022,0.8074
Fugue23,D#/Eb,major,0.1153,14.6482,10.6113,2.6528,14.1869,0.2307,13.9562,2.3068,11.4187,14.3022,0.8074,14.7636
Fugue23,E,major,14.6482,10.6113,2.6528,14.1869,0.2307,13.9562,2.3068,11.4187,14.3022,0.8074,14.7636,0.1153
Fugue23,F,major,10.6113,2.6528,14.1869,0.2307,13.9562,2.3068,11.4187,14.3022,0.8074,14.7636,0.1153,14.6482
Fugue23,F#/Gb,major,2.6528,14.1869,0.2307,13.9562,2.3068,11.4187,14.3022,0.8074,14.7636,0.1153,14.6482,10.6113
Fugue23,G,major,14.1869,0.2307,13.9562,2.3068,11.4187,14.3022,0.8074,14.7636,0.1153,14.6482,10.6113,2.6528
Fugue23,G#/Ab,major,0.2307,13.9562,2.3068,11.4187,14.3022,0.8074,14.7636,0.1153,14.6482,10.6113,2.6528,14.1869
Fugue23,A,major,13.9562,2.3068,11.4187,14.3022,0.8074,14.7636,0.1153,14.6482,10.6113,2.6528,14.1869,0.2307
Fugue23,A#/Bb,major,2.3068,11.4187,14.3022,0.8074,14.7636,0.1153,14.6482,10.6113,2.6528,14.1869,0.2307,13.9562
Fugue23,B,major,11.4187,14.3022,0.8074,14.7636,0.1153,14.6482,10.6113,2.6528,14.1869,0.2307,13.9562,2.3068
Fugue24,C,minor,14.7559,2.9073,11.2452,10.7515,3.2364,11.3549,3.2913,15.1947,6.8568,6.2534,9.8738,4.2787
Fugue24,C#/Db,minor,2.9073,11.2452,10.7515,3.2364,11.3549,3.2913,15.1947,6.8568,6.2534,9.8738,4.2787,14.7559
Fugue24,D,minor,11.2452,10.7515,3.2364,11.3549,3.2913,15.1947,6.8568,6.2534,9.8738,4.2787,14.7559,2.9073
Fugue24,D#/Eb,minor,10.7515,3.2364,11.3549,3.2913,15.1947,6.8568,6.2534,9.8738,4.2787,14.7559,2.9073,11.2452
Fugue24,E,minor,3.2364,11.3549,3.2913,15.1947,6.8568,6.2534,9.8738,4.2787,14.7559,2.9073,11.2452,10.7515
Fugue24,F,minor,11.3549,3.2913,15.1947,6.8568,6.2534,9.8738,4.2787,14.7559,2.9073,11.2452,10.7515,3.2364
Fugue24,F#/Gb,minor,3.2913,15.1947,6.8568,6.2534,9.8738,4.2787,14.7559,2.9073,11.2452,10.7515,3.2364,11.3549
Fugue24,G,minor,15.1947,6.8568,6.2534,9.8738,4.2787,14.7559,2.9073,11.2452,10.7515,3.2364,11.3549,3.2913
Fugue24,G#/Ab,minor,6.8568,6.2534,9.8738,4.2787,14.7559,2.9073,11.2452,10.7515,3.2364,11.3549,3.2913,15.1947
Fugue24,A,minor,6.2534,9.8738,4.2787,14.7559,2.9073,11.2452,10.7515,3.2364,11.3549,3.2913,15.1947,6.8568
Fugue24,A#/Bb,minor,9.8738,4.2787,14.7559,2.9073,11.2452,10.7515,3.2364,11.3549,3.2913,15.1947,6.8568,6.2534
Fugue24,B,minor,4.2787,14.7559,2.9073,11.2452,10.7515,3.2364,11.3549,3.2913,15.1947,6.8568,6.2534,9.8738
wtc_2_Prelude1,C,major,11.4183,2.7644,15.3846,1.4423,13.4615,11.899,2.8846,14.4231,1.5625,13.9423,5.2885,5.5288
wtc_2_Prelude1,C#/Db,major,2.7644,15.3846,1.4423,13.4615,11.899,2.8846,14.4231,1.5625,13.9423,5.2885,5.5288,11.4183
wtc_2_Prelude1,D,major,15.3846,1.4423,13.4615,11.899,2.8846,14.4231,1.5625,13.9423,5.2885,5.5288,11.4183,2.7644
wtc_2_Prelude1,D#/Eb,major,1.4423,13.4615,11.899,2.8846,14.4231,1.5625,13.9423,5.2885,5.5288,11.4183,2.7644,15.3846
wtc_2_Prelude1,E,major,13.4615,11.899,2.8846,14.4231,1.5625,13.9423,5.2885,5.5288,11.4183,2.7644,15.3846,1.4423
wtc_2_Prelude1,F,major,11.899,2.8846,14.4231,1.5625,13.9423,5.2885,5.5288,11.4183,2.7644,15.3846,1.4423,13.4615
wtc_2_Prelude1,F#/Gb,major,2.8846,14.4231,1.5625,13.9423,5.2885,5.5288,11.4183,2.7644,15.3846,1.4423,13.4615,11.899
wtc_2_Prelude1,G,major,14.4231,1.5625,13.9423,5.2885,5.5288,11.4183,2.7644,15.3846,1.4423,13.4615,11.899,2.8846
wtc_2_Prelude1,G#/Ab,major,1.5625,13.9423,5.2885,5.5288,11.4183,2.7644,15.3846,1.4423,13.4615,11.899,2.8846,14.4231
wtc_2_Prelude1,A,major,13.9423,5.2885,5.5288,11.4183,2.7644,15.3846,1.4423,13.4615,11.899,2.8846,14.4231,1.5625
wtc_2_Prelude1,A#/Bb,major,5.2885,5.5288,11.4183,2.7644,15.3846,1.4423,13.4615,11.899,2.8846,14.4231,1.5625,13.9423
wtc_2_Prelude1,B,major,5.5288,11.4183,2.7644,15.3846,1.4423,13.4615,11.899,2.8846,14.4231,1.5625,13.9423,5.2885
wtc_2_Prelude2,C,minor,13.6364,2.4148,9.8011,13.6364,2.8409,15.9091,0.2841,14.9148,11.6477,1.5625,10.3693,2.983
wtc_2_Prelude2,C#/Db,minor,2.4148,9.8011,13.6364,2.8409,15.9091,0.2841,14.9148,11.6477,1.5625,10.3693,2.983,13.6364
wtc_2_Prelude2,D,minor,9.8011,13.6364,2.8409,15.9091,0.2841,14.9148,11.6477,1.5625,10.3693,2.983,13.6364,2.4148
wtc_2_Prelude2,D#/Eb,minor,13.6364,2.8409,15.9091,0.2841,14.9148,11.6477,1.5625,10.3693,2.983,13.6364,2.4148,9.8011
wtc_2_Prelude2,E,minor,2.8409,15.9091,0.2841,14.9148,11.6477,1.5625,10.3693,2.983,13.6364,2.4148,9.8011,13.6364
wtc_2_Prelude2,F,minor,15.9091,0.2841,14.9148,11.6477,1.5625,10.3693,2.983,13.6364,2.4148,9.8011,13.6364,2.8409
wtc_2_Prelude2,F#/Gb,minor,0.2841,14.9148,11.6477,1.5625,10.3693,2.983,13.6364,2.4148,9.8011,13.6364,2.8409,15.9091
wtc_2_Prelude2,G,minor,14.9148,11.6477,1.5625,10.3693,2.983,13.6364,2.4148,9.8011,13.6364,2.8409,15.9091,0.2841
wtc_2_Prelude2,G#/Ab,minor,11.6477,1.5625,10.3693,2.983,13.6364,2.4148,9.8011,13.6364,2.8409,15.9091,0.2841,14.9148
wtc_2_Prelude2,A,minor,1.5625,10.3693,2.983,13.6364,2.4148,9.8011,13.6364,2.8409,15.9091,0.2841,14.9148,11.6477
wtc_2_Prelude2,A#/Bb,minor,10.3693,2.983,13.6364,2.4148,9.8011,13.6364,2.8409,15.9091,0.2841,14.9148,11.6477,1.5625
wtc_2_Prelude2,B,minor,2.983,13.6364,2.4148,9.8011,13.6364,2.8409,15.9091,0.2841,14.9148,11.6477,1.5625,10.3693
wtc_2_Prelude3,C,major,14.4963,1.5971,15.7248,0.6143,11.5479,9.3366,3.1941,17.4447,0.9828,12.4079,4.1769,8.4767
wtc_2_Prelude3,C#/Db,major,1.5971,15.7248,0.6143,11.5479,9.3366,3.1941,17.4447,0.9828,12.4079,4.1769,8.4767,14.4963
wtc_2_Prelude3,D,major,15.7248,0.6143,11.5479,9.3366,3.1941,17.4447,0.9828,12.4079,4.1769,8.4767,14.4963,1.5971
wtc_2_Prelude3,D#/Eb,major,0.6143,11.5479,9.3366,3.1941,17.4447,0.9828,12.4079,4.1769,8.4767,14.4963,1.5971,15.7248
wtc_2_Prelude3,E,major,11.5479,9.3366,3.1941,17.4447,0.9828,12.4079,4.1769,8.4767,14.4963,1.5971,15.7248,0.6143
wtc_2_Prelude3,F,major,9.3366,3.1941,17.4447,0.9828,12.4079,4.1769,8.4767,14.4963,1.5971,15.7248,0.6143,11.5479
wtc_2_Prelude3,F#/Gb,major,3.1941,17.4447,0.9828,12.4079,4.1769,8.4767,14.4963,1.5971,15.7248,0.6143,11.5479,9.3366
wtc_2_Prelude3,G,major,17.4447,0.9828,12.4079,4.1769,8.4767,14.4963,1.5971,15.7248,0.6143,11.5479,9.3366,3.1941
wtc_2_Prelude3,G#/Ab,major,0.9828,12.4079,4.1769,8.4767,14.4963,1.5971,15.7248,0.6143,11.5479,9.3366,3.1941,17.4447
wtc_2_Prelude3,A,major,12.4079,4.1769,8.4767,14.4963,1.5971,15.7248,0.6143,11.5479,9.3366,3.1941,17.4447,0.9828
wtc_2_Prelude3,A#/Bb,major,4.1769,8.4767,14.4963,1.5971,15.7248,0.6143,11.5479,9.3366,3.1941,17.4447,0.9828,12.4079
wtc_2_Prelude3,B,major,8.4767,14.4963,1.5971,15.7248,0.6143,11.5479,9.3366,3.1941,17.4447,0.9828,12.4079,4.1769
wtc_2_Prelude4,C,minor,13.7538,1.8237,11.9301,11.8541,3.2675,15.8815,1.5198,16.2614,7.3708,3.4954,9.1945,3.6474
wtc_2_Prelude4,C#/Db,minor,1.8237,11.9301,11.8541,3.2675,15.8815,1.5198,16.2614,7.3708,3.4954,9.1945,3.6474,13.7538
wtc_2_Prelude4,D,minor,11.9301,11.8541,3.2675,15.8815,1.5198,16.2614,7.3708,3.4954,9.1945,3.6474,13.7538,1.8237
wtc_2_Prelude4,D#/Eb,minor,11.8541,3.2675,15.8815,1.5198,16.2614,7.3708,3.4954,9.1945,3.6474,13.7538,1.8237,11.9301
wtc_2_Prelude4,E,minor,3.2675,15.8815,1.5198,16.2614,7.3708,3.4954,9.1945,3.6474,13.7538,1.8237,11.9301,11.8541
wtc_2_Prelude4,F,minor,15.8815,1.5198,16.2614,7.3708,3.4954,9.1945,3.6474,13.7538,1.8237,11.9301,11.8541,3.2675
wtc_2_Prelude4,F#/Gb,minor,1.5198,16.2614,7.3708,3.4954,9.1945,3.6474,13.7538,1.8237,11.9301,11.8541,3.2675,15.8815
wtc_2_Prelude4,G,minor,16.2614,7.3708,3.4954,9.1945,3.6474,13.7538,1.8237,11.9301,11.8541,3.2675,15.8815,1.5198
wtc_2_Prelude4,G#/Ab,minor,7.3708,3.4954,9.1945,3.6474,13.7538,1.8237,11.9301,11.8541,3.2675,15.8815,1.5198,16.2614
wtc_2_Prelude4,A,minor,3.4954,9.1945,3.6474,13.7538,1.8237,11.9301,11.8541,3.2675,15.8815,1.5198,16.2614,7.3708
wtc_2_Prelude4,A#/Bb,minor,9.1945,3.6474,13.7538,1.8237,11.9301,11.8541,3.2675,15.8815,1.5198,16.2614,7.3708,3.4954
wtc_2_Prelude4,B,minor,3.6474,13.7538,1.8237,11.9301,11.8541,3.2675,15.8815,1.5198,16.2614,7.3708,3.4954,9.1945
wtc_2_Prelude5,C,major,14.5914,0.9728,14.9805,1.0376,13.489,9.0143,3.048,15.7588,1.751,12.7108,1.3619,11.284
wtc_2_Prelude5,C#/Db,major,0.9728,14.9805,1.0376,13.489,9.0143,3.048,15.7588,1.751,12.7108,1.3619,11.284,14.5914
wtc_2_Prelude5,D,major,14.9805,1.0376,13.489,9.0143,3.048,15.7588,1.751,12.7108,1.3619,11.284,14.5914,0.9728
wtc_2_Prelude5,D#/Eb,major,1.0376,13.489,9.0143,3.048,15.7588,1.751,12.7108,1.3619,11.284,14.5914,0.9728,14.9805
wtc_2_Prelude5,E,major,13.489,9.0143,3.048,15.7588,1.751,12.7108,1.3619,11.284,14.5914,0.9728,14.9805,1.0376
wtc_2_Prelude5,F,major,9.0143,3.048,15.7588,1.751,12.7108,1.3619,11.284,14.5914,0.9728,14.9805,1.0376,13.489
wtc_2_Prelude5,F#/Gb,major,3.048,15.7588,1.751,12.7108,1.3619,11.284,14.5914,0.9728,14.9805,1.0376,13.489,9.0143
wtc_2_Prelude5,G,major,15.7588,1.751,12.7108,1.3619,11.284,14.5914,0.9728,14.9805,1.0376,13.489,9.0143,3.048
wtc_2_Prelude5,G#/Ab,major,1.751,12.7108,1.3619,11.284,14.5914,0.9728,14.9805,1.0376,13.489,9.0143,3.048,15.7588
wtc_2_Prelude5,A,major,12.7108,1.3619,11.284,14.5914,0.9728,14.9805,1.0376,13.489,9.0143,3.048,15.7588,1.751
wtc_2_Prelude5,A#/Bb,major,1.3619,11.284,14.5914,0.9728,14.9805,1.0376,13.489,9.0143,3.048,15.7588,1.751,12.7108
wtc_2_Prelude5,B,major,11.284,14.5914,0.9728,14.9805,1.0376,13.489,9.0143,3.048,15.7588,1.751,12.7108,1.3619
wtc_2_Prelude6,C,minor,18.2561,1.3624,10.6267,10.445,2.089,13.7148,1.1807,16.8937,8.0836,4.6322,7.7203,4.9955
wtc_2_Prelude6,C#/Db,minor,1.3624,10.6267,10.445,2.089,13.7148,1.1807,16.8937,8.0836,4.6322,7.7203,4.9955,18.2561
wtc_2_Prelude6,D,minor,10.6267,10.445,2.089,13.7148,1.1807,16.8937,8.0836,4.6322,7.7203,4.9955,18.2561,1.3624
wtc_2_Prelude6,D#/Eb,minor,10.445,2.089,13.7148,1.1807,16.8937,8.0836,4.6322,7.7203,4.9955,18.2561,1.3624,10.6267
wtc_2_Prelude6,E,minor,2.089,13.7148,1.1807,16.8937,8.0836,4.6322,7.7203,4.9955,18.2561,1.3624,10.6267,10.445
wtc_2_Prelude6,F,minor,13.7148,1.1807,16.8937,8.0836,4.6322,7.7203,4.9955,18.2561,1.3624,10.6267,10.445,2.089
wtc_2_Prelude6,F#/Gb,minor,1.1807,16.8937,8.0836,4.6322,7.7203,4.9955,18.2561,1.3624,10.6267,10.445,2.089,13.7148
wtc_2_Prelude6,G,minor,16.8937,8.0836,4.6322,7.7203,4.9955,18.2561,1.3624,10.6267,10.445,2.089,13.7148,1.1807
wtc_2_Prelude6,G#/Ab,minor,8.0836,4.6322,7.7203,4.9955,18.2561,1.3624,10.6267,10.445,2.089,13.7148,1.1807,16.8937
wtc_2_Prelude6,A,minor,4.6322,7.7203,4.9955,18.2561,1.3624,10.6267,10.445,2.089,13.7148,1.1807,16.8937,8.0836
wtc_2_Prelude6,A#/Bb,minor,7.7203,4.9955,18.2561,1.3624,10.6267,10.445,2.089,13.7148,1.1807,16.8937,8.0836,4.6322
wtc_2_Prelude6,B,minor,4.9955,18.2561,1.3624,10.6267,10.445,2.089,13.7148,1.1807,16.8937,8.0836,4.6322,7.7203
wtc_2_Prelude7,C,major,15.9041,0.6536,11.4379,1.3072,13.6166,9.695,3.8126,16.9935,1.1983,10.8932,2.3965,12.0915
wtc_2_Prelude7,C#/Db,major,0.6536,11.4379,1.3072,13.6166,9.695,3.8126,16.9935,1.1983,10.8932,2.3965,12.0915,15.9041
wtc_2_Prelude7,D,major,11.4379,1.3072,13.6166,9.695,3.8126,16.9935,1.1983,10.8932,2.3965,12.0915,15.9041,0.6536
wtc_2_Prelude7,D#/Eb,major,1.3072,13.6166,9.695,3.8126,16.9935,1.1983,10.8932,2.3965,12.0915,15.9041,0.6536,11.4379
wtc_2_Prelude7,E,major,13.6166,9.695,3.8126,16.9935,1.1983,10.8932,2.3965,12.0915,15.9041,0.6536,11.4379,1.3072
wtc_2_Prelude7,F,major,9.695,3.8126,16.9935,1.1983,10.8932,2.3965,12.0915,15.9041,0.6536,11.4379,1.3072,13.6166
wtc_2_Prelude7,F#/Gb,major,3.8126,16.9935,1.1983,10.8932,2.3965,12.0915,15.9041,0.6536,11.4379,1.3072,13.6166,9.695
wtc_2_Prelude7,G,major,16.9935,1.1983,10.8932,2.3965,12.0915,15.9041,0.6536,11.4379,1.3072,13.6166,9.695,3.8126
wtc_2_Prelude7,G#/Ab,major,1.1983,10.8932,2.3965,12.0915,15.9041,0.6536,11.4379,1.3072,13.6166,9.695,3.8126,16.9935
wtc_2_Prelude7,A,major,10.8932,2.3965,12.0915,15.9041,0.6536,11.4379,1.3072,13.6166,9.695,3.8126,16.9935,1.1983
wtc_2_Prelude7,A#/Bb,major,2.3965,12.0915,15.9041,0.6536,11.4379,1.3072,13.6166,9.695,3.8126,16.9935,1.1983,10.8932
wtc_2_Prelude7,B,major,12.0915,15.9041,0.6536,11.4379,1.3072,13.6166,9.695,3.8126,16.9935,1.1983,10.8932,2.3965
wtc_2_Prelude8,C,minor,13.1846,1.927,12.069,12.5761,2.5355,12.3732,2.5355,15.7201,8.4178,4.6653,10.0406,3.9554
wtc_2_Prelude8,C#/Db,minor,1.927,12.069,12.5761,2.5355,12.3732,2.5355,15.7201,8.4178,4.6653,10.0406,3.9554,13.1846
wtc_2_Prelude8,D,minor,12.069,12.5761,2.5355,12.3732,2.5355,15.7201,8.4178,4.6653,10.0406,3.9554,13.1846,1.927
wtc_2_Prelude8,D#/Eb,minor,12.5761,2.5355,12.3732,2.5355,15.7201,8.4178,4.6653,10.0406,3.9554,13.1846,1.927,12.069
wtc_2_Prelude8,E,minor,2.5355,12.3732,2.5355,15.7201,8.4178,4.6653,10.0406,3.9554,13.1846,1.927,12.069,12.5761
wtc_2_Prelude8,F,minor,12.3732,2.5355,15.7201,8.4178,4.6653,10.0406,3.9554,13.1846,1.927,12.069,12.5761,2.5355
wtc_2_Prelude8,F#/Gb,minor,2.5355,15.7201,8.4178,4.6653,10.0406,3.9554,13.1846,1.927,12.069,12.5761,2.5355,12.3732
wtc_2_Prelude8,G,minor,15.7201,8.4178,4.6653,10.0406,3.9554,13.1846,1.927,12.069,12.5761,2.5355,12.3732,2.5355
wtc_2_Prelude8,G#/Ab,minor,8.4178,4.6653,10.0406,3.9554,13.1846,1.927,12.069,12.5761,2.5355,12.3732,2.5355,15.7201
wtc_2_Prelude8,A,minor,4.6653,10.0406,3.9554,13.1846,1.927,12.069,12.5761,2.5355,12.3732,2.5355,15.7201,8.4178
wtc_2_Prelude8,A#/Bb,minor,10.0406,3.9554,13.1846,1.927,12.069,12.5761,2.5355,12.3732,2.5355,15.7201,8.4178,4.6653
wtc_2_Prelude8,B,minor,3.9554,13.1846,1.927,12.069,12.5761,2.5355,12.3732,2.5355,15.7201,8.4178,4.6653,10.0406
wtc_2_Prelude9,C,major,16.5038,0.6515,13.6808,0.76,13.6808,9.5548,3.4745,13.8979,2.823,12.3779,1.3029,11.2921
wtc_2_Prelude9,C#/Db,major,0.6515,13.6808,0.76,13.6808,9.5548,3.4745,13.8979,2.823,12.3779,1.3029,11.2921,16.5038
wtc_2_Prelude9,D,major,13.6808,0.76,13.6808,9.5548,3.4745,13.8979,2.823,12.3779,1.3029,11.2921,16.5038,0.6515
wtc_2_Prelude9,D#/Eb,major,0.76,13.6808,9.5548,3.4745,13.8979,2.823,12.3779,1.3029,11.2921,16.5038,0.6515,13.6808
wtc_2_Prelude9,E,major,13.6808,9.5548,3.4745,13.8979,2.823,12.3779,1.3029,11.2921,16.5038,0.6515,13.6808,0.76
wtc_2_Prelude9,F,major,9.5548,3.4745,13.8979,2.823,12.3779,1.3029,11.2921,16.5038,0.6515,13.6808,0.76,13.6808
wtc_2_Prelude9,F#/Gb,major,3.4745,13.8979,2.823,12.3779,1.3029,11.2921,16.5038,0.6515,13.6808,0.76,13.6808,9.5548
wtc_2_Prelude9,G,major,13.8979,2.823,12.3779,1.3029,11.2921,16.5038,0.6515,13.6808,0.76,13.6808,9.5548,3.4745
wtc_2_Prelude9,G#/Ab,major,2.823,12.3779,1.3029,11.2921,16.5038,0.6515,13.6808,0.76,13.6808,9.5548,3.4745,13.8979
wtc_2_Prelude9,A,major,12.3779,1.3029,11.2921,16.5038,0.6515,13.6808,0.76,13.6808,9.5548,3.4745,13.8979,2.823
wtc_2_Prelude9,A#/Bb,major,1.3029,11.2921,16.5038,0.6515,13.6808,0.76,13.6808,9.5548,3.4745,13.8979,2.823,12.3779
wtc_2_Prelude9,B,major,11.2921,16.5038,0.6515,13.6808,0.76,13.6808,9.5548,3.4745,13.8979,2.823,12.3779,1.3029
wtc_2_Prelude10,C,minor,14.6157,1.4337,14.536,11.1509,2.8674,9.9562,2.0709,16.3282,5.9737,9.5978,7.965,3.5046
wtc_2_Prelude10,C#/Db,minor,1.4337,14.536,11.1509,2.8674,9.9562,2.0709,16.3282,5.9737,9.5978,7.965,3.5046,14.6157
wtc_2_Prelude10,D,minor,14.536,11.1509,2.8674,9.9562,2.0709,16.3282,5.9737,9.5978,7.965,3.5046,14.6157,1.4337
wtc_2_Prelude10,D#/Eb,minor,11.1509,2.8674,9.9562,2.0709,16.3282,5.9737,9.5978,7.965,3.5046,14.6157,1.4337,14.536
wtc_2_Prelude10,E,minor,2.8674,9.9562,2.0709,16.3282,5.9737,9.5978,7.965,3.5046,14.6157,1.4337,14.536,11.1509
wtc_2_Prelude10,F,minor,9.9562,2.0709,16.3282,5.9737,9.5978,7.965,3.5046,14.6157,1.4337,14.536,11.1509,2.8674
wtc_2_Prelude10,F#/Gb,minor,2.0709,16.3282,5.9737,9.5978,7.965,3.5046,14.6157,1.4337,14.536,11.1509,2.8674,9.9562
wtc_2_Prelude10,G,minor,16.3282,5.9737,9.5978,7.965,3.5046,14.6157,1.4337,14.536,11.1509,2.8674,9.9562,2.0709
wtc_2_Prelude10,G#/Ab,minor,5.9737,9.5978,7.965,3.5046,14.6157,1.4337,14.536,11.1509,2.8674,9.9562,2.0709,16.3282
wtc_2_Prelude10,A,minor,9.5978,7.965,3.5046,14.6157,1.4337,14.536,11.1509,2.8674,9.9562,2.0709,16.3282,5.9737
wtc_2_Prelude10,A#/Bb,minor,7.965,3.5046,14.6157,1.4337,14.536,11.1509,2.8674,9.9562,2.0709,16.3282,5.9737,9.5978
wtc_2_Prelude10,B,minor,3.5046,14.6157,1.4337,14.536,11.1509,2.8674,9.9562,2.0709,16.3282,5.9737,9.5978,7.965
wtc_2_Prelude11,C,major,14.0777,1.2136,13.1068,1.699,13.9968,7.767,5.178,12.2168,2.5081,14.5631,1.6181,12.055
wtc_2_Prelude11,C#/Db,major,1.2136,13.1068,1.699,13.9968,7.767,5.178,12.2168,2.5081,14.5631,1.6181,12.055,14.0777
wtc_2_Prelude11,D,major,13.1068,1.699,13.9968,7.767,5.178,12.2168,2.5081,14.5631,1.6181,12.055,14.0777,1.2136
wtc_2_Prelude11,D#/Eb,major,1.699,13.9968,7.767,5.178,12.2168,2.5081,14.5631,1.6181,12.055,14.0777,1.2136,13.1068
wtc_2_Prelude11,E,major,13.9968,7.767,5.178,12.2168,2.5081,14.5631,1.6181,12.055,14.0777,1.2136,13.1068,1.699
wtc_2_Prelude11,F,major,7.767,5.178,12.2168,2.5081,14.5631,1.6181,12.055,14.0777,1.2136,13.1068,1.699,13.9968
wtc_2_Prelude11,F#/Gb,major,5.178,12.2168,2.5081,14.5631,1.6181,12.055,14.0777,1.2136,13.1068,1.699,13.9968,7.767
wtc_2_Prelude11,G,major,12.2168,2.5081,14.5631,1.6181,12.055,14.0777,1.2136,13.1068,1.699,13.9968,7.767,5.178
wtc_2_Prelude11,G#/Ab,major,2.5081,14.5631,1.6181,12.055,14.0777,1.2136,13.1068,1.699,13.9968,7.767,5.178,12.2168
wtc_2_Prelude11,A,major,14.5631,1.6181,12.055,14.0777,1.2136,13.1068,1.699,13.9968,7.767,5.178,12.2168,2.5081
wtc_2_Prelude11,A#/Bb,major,1.6181,12.055,14.0777,1.2136,13.1068,1.699,13.9968,7.767,5.178,12.2168,2.5081,14.5631
wtc_2_Prelude11,B,major,12.055,14.0777,1.2136,13.1068,1.699,13.9968,7.767,5.178,12.2168,2.5081,14.5631,1.6181
wtc_2_Prelude12,C,minor,15.1864,3.661,9.2203,14.6441,2.4407,13.4237,0.678,15.0508,9.4915,2.0339,9.9661,4.2034
wtc_2_Prelude12,C#/Db,minor,3.661,9.2203,14.6441,2.4407,13.4237,0.678,15.0508,9.4915,2.0339,9.9661,4.2034,15.1864
wtc_2_Prelude12,D,minor,9.2203,14.6441,2.4407,13.4237,0.678,15.0508,9.4915,2.0339,9.9661,4.2034,15.1864,3.661
wtc_2_Prelude12,D#/Eb,minor,14.6441,2.4407,13.4237,0.678,15.0508,9.4915,2.0339,9.9661,4.2034,15.1864,3.661,9.2203
wtc_2_Prelude12,E,minor,2.4407,13.4237,0.678,15.0508,9.4915,2.0339,9.9661,4.2034,15.1864,3.661,9.2203,14.6441
wtc_2_Prelude12,F,minor,13.4237,0.678,15.0508,9.4915,2.0339,9.9661,4.2034,15.1864,3.661,9.2203,14.6441,2.4407
wtc_2_Prelude12,F#/Gb,minor,0.678,15.0508,9.4915,2.0339,9.9661,4.2034,15.1864,3.661,9.2203,14.6441,2.4407,13.4237
wtc_2_Prelude12,G,minor,15.0508,9.4915,2.0339,9.9661,4.2034,15.1864,3.661,9.2203,14.6441,2.4407,13.4237,0.678
wtc_2_Prelude12,G#/Ab,minor,9.4915,2.0339,9.9661,4.2034,15.1864,3.661,9.2203,14.6441,2.4407,13.4237,0.678,15.0508
wtc_2_Prelude12,A,minor,2.0339,9.9661,4.2034,15.1864,3.661,9.2203,14.6441,2.4407,13.4237,0.678,15.0508,9.4915
wtc_2_Prelude12,A#/Bb,minor,9.9661,4.2034,15.1864,3.661,9.2203,14.6441,2.4407,13.4237,0.678,15.0508,9.4915,2.0339
wtc_2_Prelude12,B,minor,4.2034,15.1864,3.661,9.2203,14.6441,2.4407,13.4237,0.678,15.0508,9.4915,2.0339,9.9661
wtc_2_Fugue1,C,major,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796
wtc_2_Fugue1,C#/Db,major,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204
wtc_2_Fugue1,D,major,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647
wtc_2_Fugue1,D#/Eb,major,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699
wtc_2_Fugue1,E,major,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0
wtc_2_Fugue1,F,major,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628
wtc_2_Fugue1,F#/Gb,major,2.5093,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193
wtc_2_Fugue1,G,major,15.4275,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093
wtc_2_Fugue1,G#/Ab,major,1.3941,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275
wtc_2_Fugue1,A,major,10.1301,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941
wtc_2_Fugue1,A#/Bb,major,1.0223,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301
wtc_2_Fugue1,B,major,9.4796,15.5204,0.4647,14.8699,0,14.9628,14.2193,2.5093,15.4275,1.3941,10.1301,1.0223
wtc_2_Fugue2,C,minor,18.8854,1.3932,10.8359,12.0743,2.322,11.4551,1.548,16.2539,7.5851,3.87,7.8947,5.8824
